tconst,titleType,originalTitle,title,startYear,runtimeMinutes,averageRating,numVotes,Main_genre,Sub_genre_1,Sub_genre_2,Directors,birthYear,deathYear,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5
tt1010271,movie,The Poughkeepsie Tapes,The Poughkeepsie Tapes,2007,81,6.0,16323.0,Thriller,Mystery,Horror,John Erick Dowdle,1972.0,0.0,Todd Cahoon,Ben Messmer,Naveen,Adrian Roberts,David Wilcox
tt1012804,movie,Redbelt,Redbelt,2008,99,6.7,20377.0,Sport,Drama,,David Mamet,1947.0,0.0,Scott Ferrall,Scott Ferrall,Kimko,Galen Tong,Cathy Cahlin Ryan
tt1013743,movie,Knight and Day,Night and Day,2010,109,6.3,181910.0,Comedy,Adventure,Action,James Mangold,1963.0,0.0,Marc Blucas,Eric Boyle,Maxine Brooks,Raymond Chih,Stitch Crisp
tt1013752,movie,Fast & Furious,Fast & Furious 4,2009,107,6.6,265867.0,Thriller,Action,,Justin Lin,1971.0,0.0,Brian Bernstein,Troy Brown,Emmanuel Cabare,Don 'Tex' Clark,Dave DeGaetano
tt1013753,movie,Milk,Harvey Milk,2008,128,7.5,165925.0,Drama,Biography,,Gus Van Sant,1952.0,0.0,Dustin Lance Black,Brandon Boyce,Velina Brown,Robert Chimento,Steve Condiotti
tt1014763,movie,Child 44,Enfant 44,2015,137,6.5,66918.0,History,Drama,Crime,Daniel Espinosa,1977.0,0.0,Jon Ekstrand,Petr Juran,Dan Michl,Libor Spachmann,Markéta Tannerová
tt10161886,movie,The Prom,The Prom,2020,130,5.9,23189.0,Musical,Drama,Comedy,Ryan Murphy,1965.0,0.0,Lisa Cohen,Juliet Fischer,Eryn Krueger Mekash,Bob Martin,Matthew Sklar
tt1016301,movie,La habitación de Fermat,La cellule de Fermat,2007,89,6.7,20097.0,Thriller,Mystery,,,,,Núria Badia,Elena Ballesteros,David Fernández,Enrique López Quesada,Núria Badia
tt1017451,movie,The Runaways,Les Runaways,2010,106,6.5,46725.0,Music,Drama,Biography,Floria Sigismondi,1965.0,0.0,Robert Romanus,Scout Taylor-Compton,Osha Mattei,Don McLean,J.R. Nutt
tt1017460,movie,Splice,Splice,2009,104,5.7,94231.0,Sci-Fi,Horror,Drama,Vincenzo Natali,1969.0,0.0,Bernard Bats,Elayne Alexander,Lisa Burling,Rossana DeCampo,Sidonie Dumas
tt1018765,movie,Our Brand Is Crisis,Que le meilleur gagne,2015,107,6.1,20881.0,Drama,Comedy,,David Gordon Green,1975.0,0.0,Stuart M. Besser,Stuart M. Besser,Adam Fiorentino,Pablo de Sarasate,Melanie Harrison
tt1018785,movie,The Sisterhood of the Traveling Pants 2,Quatre filles et un jean 2,2008,119,6.2,27260.0,Romance,Drama,Comedy,Sanaa Hamri,0.0,0.0,Phil Gauvin,Dona Granata,Luis Pastor,Phil Gauvin,Dona Granata
tt1018818,movie,Assassination of a High School President,Assassinat d'un président,2008,93,6.2,15505.0,Mystery,Crime,Comedy,Brett Simon,0.0,0.0,Gabriel Mason,Kevin Fink,Laura Ford,Arthur Kremer,Iamomni
tt10189514,movie,Soorarai Pottru,Soorarai Pottru,2020,153,8.6,58535.0,Drama,,,Sudha Kongara,0.0,0.0,Hans Kaushik,R.S. Shivaji,Hans Kaushik,R.S. Shivaji,Arivu
tt1019452,movie,A Serious Man,A Serious Man,2009,106,7.0,135359.0,Drama,Comedy,,,,,Adam Arkin,Michael Arnold,Chris C. Benson,Megan Alicia Brown,John Alan Champion
tt10199590,movie,Les misérables,Les Misérables,2019,104,7.6,20590.0,Thriller,Drama,Crime,Ladj Ly,1978.0,0.0,Jeanne Balibar,Olivier Busson,Giordano Gederlini,Jeanne Balibar,Olivier Busson
tt1020072,movie,Selma,Selma,2014,128,7.5,87435.0,History,Drama,Biography,Ava DuVernay,1972.0,0.0,Mark Cabus,Myron Hoffert,Michael Papajohn,Jody Thompson,Common
tt1020530,movie,Eden Lake,Eden Lake,2008,91,6.8,77925.0,Thriller,Horror,,James Watkins,1978.0,0.0,Shaun Dooley,Shaun Dooley,Davey Logan,Steve Orchard,Alex Palmer
tt1020558,movie,Centurion,Centurion,2010,97,6.4,78871.0,History,Drama,Action,Neil Marshall,1970.0,0.0,Jon Best,Simon Chadwick,Adrian Davies,Phil Green,Dermot Keaney
tt1020773,movie,Copie conforme,Copie conforme,2010,106,7.3,21719.0,Romance,Drama,,Abbas Kiarostami,1940.0,2016.0,Gianna Giachetti,Alessandro Luzi,Dominique Vieillard,Gianna Giachetti,Alessandro Luzi
tt1020885,movie,Lesbian Vampire Killers,Lesbian Vampire Killers,2009,86,5.1,19560.0,Fantasy,Comedy,Action,Phil Claydon,1976.0,0.0,Stuart Hall,Diana Moseley,Angad Paul,Stuart Hall,Diana Moseley
tt1022603,movie,(500) Days of Summer,(500) jours ensemble,2009,95,7.7,476778.0,Romance,Drama,Comedy,Marc Webb,1974.0,0.0,Mark Asaro,Sybil Azur,Carla Bruni,Tony Friedkin,Lee Hazlewood
tt1023111,movie,Never Back Down,Never Back Down - Ne jamais reculer,2008,113,6.6,96689.0,Sport,Drama,Action,Jeff Wadlow,1976.0,0.0,Kimberly Mullen,Lee Ranaldo,Ralph Astarita,Richard F. Diez,Victor Du Bois
tt1023114,movie,The Way Back,Les chemins de la liberté,2010,133,7.3,111574.0,History,Drama,Adventure,Peter Weir,1944.0,0.0,Abdelhafid Balafrej,Belinda Bennetts,Yordan Bikov,Dana Bilbao,Lucian Iordache
tt1023481,movie,Step Up 2: The Streets,Sexy Dance 2,2008,98,6.2,80378.0,Romance,Music,Drama,Jon M. Chu,1979.0,0.0,Kwamé,Jeffery M. Renlie,Moises Vivanco,Will Kemp,Kwamé
tt1023490,movie,Il divo,Il divo,2008,110,7.3,16369.0,Drama,Biography,,Paolo Sorrentino,1970.0,0.0,Stewart Arnold,Elide Camberini,Domenico Centamore,Paolo De Giorgio,Bruno Di Luia
tt1023500,movie,Doghouse,Doghouse,2009,89,6.0,21258.0,Sci-Fi,Horror,Comedy,Jake West,1972.0,0.0,Jake West,Jake West,Julie Dunne,Beryl Nesbitt,Adele Silva
tt1024255,movie,Wild Child,Wild Child,2008,98,6.1,50702.0,Romance,Drama,Comedy,Nick Moore,0.0,0.0,Natasha Richardson,Sandy Adams,Daisy Donovan,Dale Dreher,Tom Pleydell-Pearce
tt1024648,movie,Argo,Argo,2012,120,7.7,579111.0,Thriller,Drama,Biography,Ben Affleck,1972.0,0.0,Ben Affleck,Tate Donovan,Alexandre Desplat,Rodrigo Prieto,Chris Terrio
tt1025100,movie,Gemini Man,Gemini Man,2019,117,5.7,91818.0,Sci-Fi,Drama,Action,Ang Lee,1954.0,0.0,Don Murphy,Gary S. Christie,Robert Davis,Howard Fannon,Todd Kleitsch
tt10272386,movie,The Father,The Father,2020,97,8.3,32533.0,Drama,,,Florian Zeller,1979.0,0.0,George Every,Ayesha Dharker,Christophe Jeauffroy,George Every,Ayesha Dharker
tt1027718,movie,Wall Street: Money Never Sleeps,Wall Street: l'argent ne dort jamais,2010,133,6.2,99153.0,Drama,,,Oliver Stone,1946.0,0.0,R. Emmett Fitzsimmons,Bryan Burrough,Thomas Lee Keller,Richard Stratton,R. Emmett Fitzsimmons
tt1027862,movie,Swing Vote,Swing vote - La voix du coeur,2008,120,6.1,17858.0,Drama,Comedy,,Joshua Michael Stern,0.0,0.0,Don Ambabo,Aaron Brown,John J. Coinman,Mary Hart,Don Ambabo
tt1028528,movie,Death Proof,Boulevard de la mort,2007,127,7.0,271619.0,Thriller,Adventure,Action,Quentin Tarantino,1963.0,0.0,Quentin Tarantino,Rose McGowan,Maurizio De Angelis,Alan Blaikley,Peter Bret Lennon
tt1028532,movie,Hachi: A Dog's Tale,Hatchi,2009,93,8.1,257797.0,Family,Drama,Biography,Lasse Hallström,1946.0,0.0,Jan A.P. Kaczmarek,Barry Minnerly,Jan A.P. Kaczmarek,Barry Minnerly,Stephanie Accetta
tt1028576,movie,Secretariat,Secrétariat,2010,123,7.2,26788.0,Family,Drama,Biography,Randall Wallace,1949.0,0.0,Hank Goldberg,Jack D. McKinney,Nestor Serrano,Ken Strunk,Andrew Wallace
tt10288566,movie,Druk,Drunk,2020,117,7.8,60675.0,Drama,Comedy,,Thomas Vinterberg,1969.0,0.0,Paul Bijpost,Jens Basse Dam,Mikkel Håkonsson,Kristina Kornum,Thomas Bo Larsen
tt1029231,movie,Krrish 3,Defender,2013,152,5.2,20928.0,Sci-Fi,Adventure,Action,Rakesh Roshan,1949.0,0.0,Vineet Sharma,Vineet Sharma,S. Tirru,Irfan Kamal,Patel a Paresh
tt1029234,movie,Martyrs,Martyrs,2008,99,7.1,84719.0,Horror,,,Pascal Laugier,0.0,0.0,Germain Boulay,Clermont Lapointe,Jan Mark Lapointe,Alexandre Léglise,Mario Mancini
tt1029235,movie,Max Manus,Max Manus: Opération sabotage,2008,118,7.3,26813.0,Drama,Biography,Action,,,,Jonas Allen,Trond Bjerknes,Ron Donachie,Ken Duken,Nils Düwell
tt10310140,movie,Fatman,Fatman,2020,100,5.9,17327.0,Fantasy,Comedy,Action,,,,Mark Day,Michael Dyson,Jemuel Morris,Colin Paul,Susanne Sutchy
tt1031969,movie,The Rocker,The Rocker,2008,102,6.2,36880.0,Music,Comedy,,Peter Cattaneo,1964.0,0.0,Jerry Beaudrow,Brian Giddens,Marvin Karon,Sandi Ross,Jerry Beaudrow
tt10324144,movie,Article 15,Article 15,2019,130,8.2,24410.0,Mystery,Drama,Crime,Anubhav Sinha,1965.0,0.0,Manoj Pahwa,Manoj Pahwa,Krutika Jain,Veen,Piyush Shankar
tt1032751,movie,The Warrior's Way,La voie du guerrier,2010,100,6.3,25456.0,Western,Fantasy,Action,Sngmoo Lee,0.0,0.0,Ivana Chubbuck,Peter Daube,Ross Duncan,Murray Francis,Paul Maxwell
tt1032755,movie,RocknRolla,RocknRolla,2008,114,7.3,238209.0,Thriller,Crime,Action,Guy Ritchie,1968.0,0.0,David Bark-Jones,Ben Caplan,Jerry Goldstein,Jack Hues,Jasper Jacob
tt1032815,movie,"I Love You, Beth Cooper","I Love You, Beth Cooper",2009,102,5.3,33669.0,Romance,Comedy,,Chris Columbus,1958.0,0.0,Diana Conway,Phillipe Lacroix,Craig J. Lane,Dana Phillips,Gregory G. Venturi
tt1032825,movie,Love and Other Impossible Pursuits,Un hiver à Central Park,2009,119,6.3,18764.0,Drama,,,Don Roos,1955.0,0.0,Susan Bruce,Lisa LeGuillou,Ernie Acquavella,Susan Bruce,Lisa LeGuillou
tt1032846,movie,"4 luni, 3 saptamâni si 2 zile","4 mois, 3 semaines, 2 jours",2007,113,7.9,57195.0,Drama,,,Cristian Mungiu,1968.0,0.0,Doru Ana,Luminita Gheorghiu,Attila Nemes,Ioana Angelescu,Doru Ana
tt1033575,movie,The Descendants,The Descendants,2011,115,7.3,234022.0,Drama,Comedy,,Alexander Payne,1961.0,0.0,Matthew Lillard,Robert Forster,Keola Beamer,Jim Burke,Matt Callahan
tt1033643,movie,What Happens in Vegas,Jackpot,2008,99,6.1,166233.0,Romance,Comedy,,Tom Vaughan,1969.0,0.0,Bob Golden,Chaz Jankel,John A. Machione,Sheri Kornhaber,Bob Golden
tt1034032,movie,Gamer,Ultimate Game,2009,95,5.8,130669.0,Thriller,Sci-Fi,Action,,,,Judi Townsend,Bethany Andriuzzo,Thomas Beatty,Lou Boggs,Pete Conlin
tt1034314,movie,Iron Sky,Iron Sky,2012,93,5.9,91450.0,Comedy,Adventure,Action,Timo Vuorensola,1979.0,0.0,Jamie Clay,Adam Head,Michael Kalesniko,Jim Knobeloch,Laibach
tt1034331,movie,Righteous Kill,La loi et l'ordre,2008,101,6.0,85270.0,Mystery,Drama,Crime,Jon Avnet,1949.0,0.0,Dan Ayers,Les Chantery,Tracey Gallacher,G. Michael Graham,Stephen Grubbs
tt1034389,movie,The Eagle,L'aigle de la neuvième légion,2011,114,6.2,66239.0,Drama,Adventure,Action,Kevin Macdonald,1967.0,0.0,Julie Bills,Alison Goring,John Laurie,Zsuzsa Stenger,Julie Bills
tt10350626,movie,Gunjan Saxena: The Kargil Girl,Gunjan Saxena : Une pilote en guerre,2020,112,5.3,24800.0,Drama,Biography,Action,Sharan Sharma,0.0,0.0,R. Mahesh,Indresh Dubey,Rohan Jason Sanctis,Kriti Srivastava,Kailash Yadav
tt1035736,movie,Coco avant Chanel,Coco avant Chanel,2009,105,6.7,39018.0,Drama,Biography,,Anne Fontaine,1959.0,0.0,Marie Gillain,Bruno Abraham-Kremer,Frédéric Blum,Pascale Béraud,Jean-Yves Chatelais
tt10362466,movie,After We Collided,After: Chapitre 2,2020,105,5.0,20693.0,Romance,Drama,,Roger Kumble,1966.0,0.0,Louise Lombard,Brian Pitt,Louise Lombard,Brian Pitt,Verena Wieditz
tt1037705,movie,The Book of Eli,Le Livre d'Eli,2010,118,6.9,296723.0,Drama,Adventure,Action,,,,Jennifer Beals,Brad Arensman,Aliza Corson Chameides,Rocky Davis,Frances de la Tour
tt1038686,movie,Legion,Légion - L'Armée des anges,2010,100,5.3,100498.0,Horror,Fantasy,Action,Scott Stewart,0.0,0.0,Charles S. Dutton,Kate Walsh,Thomas Bango,Peter Schink,Debora Fearon
tt1038919,movie,The Bounty Hunter,Le chasseur de primes,2010,110,5.6,122340.0,Romance,Comedy,Action,Andy Tennant,1955.0,0.0,Joan Altman,Henry S. Avelin,James R. Belletier,Vic Bucossi,Gene Engels
tt1042877,movie,Cadillac Records,Cadillac Records,2008,109,7.0,20337.0,Music,Drama,Biography,Darnell Martin,1964.0,0.0,Petra Hoebel,David Jennings,Steve Jordan,Paula Schmidt,Patti Small
tt10431500,movie,Yedinci Kogustaki Mucize,7. Kogustaki Mucize,2019,132,8.2,37965.0,Drama,,,Mehmet Ada Öztekin,0.0,0.0,Torben Forsberg,Berdan Deveci,Torben Forsberg,Berdan Deveci,Yildiray Sahinler
tt10451914,movie,Outside the Wire,Zone hostile,2021,114,5.4,33645.0,Fantasy,Adventure,Action,Mikael Håfström,1960.0,0.0,Liz Gallacher,Gyula Krasnyánszky,Katalin Skuts,Violetta Puskas,Liz Gallacher
tt1045658,movie,Silver Linings Playbook,Happiness Therapy,2012,122,7.7,668296.0,Romance,Drama,Comedy,David O. Russell,1958.0,0.0,Chris Tucker,Piero Piccioni,Leonard L. Capizzi,Jay Cassidy,Rick Foster
tt1045670,movie,Happy-Go-Lucky,Be Happy,2008,118,7.0,38087.0,Romance,Drama,Comedy,Mike Leigh,1943.0,0.0,Michel Jourdan,Eddie Marsan,Simon Mein,Richard Philipps,Gary Thomas
tt1045772,movie,I Love You Phillip Morris,I Love You Phillip Morris,2009,102,6.6,92052.0,Crime,Comedy,Biography,,,,Marylouise Burke,Jeff Cannon,Antoni Corone,Garth Currie,Larry Gamell Jr.
tt1046163,movie,My Best Friend's Girl,La copine de mon meilleur ami,2008,101,5.9,42831.0,Romance,Comedy,,Howard Deutch,1950.0,0.0,Jean Carney,Dane Cook,Rich Cronin,Howard Deutch,Coleen Goodrich
tt1046173,movie,G.I. Joe: The Rise of Cobra,G.I. Joe : Le Réveil du Cobra,2009,118,5.8,200210.0,Sci-Fi,Adventure,Action,Stephen Sommers,1962.0,0.0,Andy Ryan,Peter Tothpal,Dominic Aluisi,Mitchell Amundsen,Mike Anderson
tt1046947,movie,Last Chance Harvey,Last Chance for Love,2008,93,6.6,20632.0,Romance,Drama,,Joel Hopkins,1970.0,0.0,Alex Avery,Heather Bleasdale,Claire Pidgeon,Alex Avery,Heather Bleasdale
tt1046997,movie,Miracle at St. Anna,Miracle à Santa Anna,2008,160,6.1,18032.0,War,Drama,Action,Spike Lee,1957.0,0.0,Scott D. Rosenbaum,Riccardo Andreotti,Eugene Brell,Giorgio Cantelli,Valentina Cervi
tt1047540,movie,Parental Guidance,Le Choc des générations,2012,105,6.0,24979.0,Family,Comedy,,Andy Fickman,0.0,0.0,Marcia Ross,Samantha Sprecher,Joe Syracuse,Marcia Ross,Samantha Sprecher
tt10514222,movie,Ma Rainey's Black Bottom,Le Blues de Ma Rainey,2020,94,7.0,35750.0,Music,Drama,,George C. Wolfe,1954.0,0.0,Wendell Brunious,Larry M. Cherry,Carl Fullerton,Nancy Mosser,Dino Parks
tt1051904,movie,Goosebumps,Chair de Poule - Le Film,2015,103,6.3,81779.0,Comedy,Animation,Adventure,Rob Letterman,0.0,0.0,Charlie Lee,R.L. Stine,Daniel Judah,Charlie Lee,R.L. Stine
tt1051906,movie,The Invisible Man,Invisible Man,2020,124,7.1,177197.0,Mystery,Horror,Drama,Leigh Whannell,1977.0,0.0,Elisabeth Moss,Amy Agzarian,Mark Ahee,Kerry Blakeman,Rosemary Blight
tt10530176,movie,Kol,The Call,2020,112,7.1,19469.0,Mystery,Horror,Crime,Chung-Hyun Lee,0.0,0.0,Chae-Young Um,Se-Jung Oh,Hul-sun Jeong,Park Ho-San,Syd Lim
tt1053424,movie,Repo Men,Repo Men,2010,111,6.3,102315.0,Thriller,Sci-Fi,Action,Miguel Sapochnik,1974.0,0.0,Andrew Z. Davis,Jason Board,Gus Kahn,Denis Akiyama,Clare Bambrough
tt10539608,movie,The Midnight Sky,Minuit dans l'univers,2020,118,5.6,71763.0,Sci-Fi,Fantasy,Drama,George Clooney,1961.0,0.0,Sam Bond,Patsy Bouge,Sam Breckman,Jane Clark,Danny Euston
tt1054588,movie,Flash of Genius,Un éclair de génie,2008,119,7.0,16545.0,Drama,Biography,,Marc Abraham,0.0,0.0,Jared Durand,John Seabrook,Jared Durand,John Seabrook,Nicole Crozier
tt1054606,movie,The Imaginarium of Doctor Parnassus,L'imaginarium du docteur Parnassus,2009,123,6.8,144982.0,Fantasy,Comedy,Adventure,Terry Gilliam,1940.0,0.0,Rob Merilees,Mark Benton,Allan Burdett,Lorraine Cheshire,Holly Gilliam
tt1055292,movie,Life as We Know It,Bébé mode d'emploi,2010,115,6.5,124094.0,Romance,Drama,Comedy,Greg Berlanti,1972.0,0.0,Jeff W. Curtis,Richard J. Gelfand,Tara Ochs,Carl Ogawa,Greg Page
tt1055369,movie,Transformers: Revenge of the Fallen,Transformers - La revanche,2009,149,6.0,386658.0,Sci-Fi,Adventure,Action,Michael Bay,1965.0,0.0,Jay Flood,Charlie Adler,Terry Ahue,William Ambrose,Billie Joe Armstrong
tt10554232,movie,Dara iz Jasenovca,Dara iz Jasenovca,2020,130,8.3,34247.0,War,Drama,,Predrag Antonijevic,1959.0,0.0,Predrag Antonijevic,Tatjana Kecman,Ivanka Krstovic,Marija Opsenica,Slobodan Perisic
tt1057500,movie,Invictus,Invictus,2009,134,7.3,151572.0,History,Drama,Biography,Clint Eastwood,1930.0,0.0,Lida Botha,Johnny Clegg,Susan Danford,Penny Downie,Rosa Ferre
tt10579952,movie,Master,Master,2021,179,7.0,51725.0,Thriller,Action,,Lokesh Kanagaraj,0.0,0.0,Dinesh,Arun Alexander,Gouri Kishan,Sunil Reddy,Abhay S. Dutta
tt1058017,movie,The Invention of Lying,The Invention of Lying,2009,100,6.4,130553.0,Romance,Fantasy,Comedy,,,,Luz Alexandra Ramos,Tim Atack,Joseph Badalucco Jr.,Ellen Colton,Nada Despotovich
tt1059786,movie,Eagle Eye,L'oeil du mal,2008,118,6.6,177433.0,Thriller,Mystery,Action,D.J. Caruso,1965.0,0.0,Hank Atterbury,Jon Bergholz,Scott Blackwell,Dominick Bruno,Lynn Cohen
tt1060277,movie,Cloverfield,Cloverfield,2008,85,7.0,375671.0,Sci-Fi,Horror,Action,Matt Reeves,1966.0,0.0,Mark Boucher,Nathan Abbot,Damon Albarn,Merribelle Anderson,Bryan Arenas
tt10612922,movie,One Night in Miami,One Night in Miami,2020,114,7.2,23240.0,Drama,,,Regina King,1971.0,0.0,Yolanda D. Hunt,Yolanda D. Hunt,Denise Karey,Jody Klein,John Stabile
tt10618286,movie,Mank,Mank,2020,131,7.0,53835.0,Drama,Comedy,Biography,David Fincher,1962.0,0.0,Susi Campos,Ceán Chaffin,Lisa Chino,Paul Fox,Drew Kunin
tt10620868,movie,#Saraitda,#Alive,2020,98,6.2,27453.0,Horror,Drama,Action,Il Cho,0.0,0.0,Eugene Lee,Eugene Lee,Seon Park,Yang Mal-bok,Gyeong-jae Jeong
tt10633456,movie,Minari,Minari,2020,115,7.6,31348.0,Drama,,,Lee Isaac Chung,1978.0,0.0,Darryl Cox,Amanda Roberts,Skip Schwink,Yuh-Jung Youn,Trey Jimenez
tt1063669,movie,Die Welle,La vague,2008,107,7.6,103916.0,Thriller,Drama,,Dennis Gansel,1973.0,0.0,Ueli Christen,Sandra Aichinger,Christian Becker,Torsten Breuer,Daniel Bussmann
tt1064932,movie,Bienvenue chez les Ch'tis,Bienvenue chez les Ch'tis,2008,106,7.1,39875.0,Romance,Comedy,,Dany Boon,1966.0,0.0,Virginia Anderson,Jacques Brel,Alexandre Charlot,Jean-Christophe Herbeth,Franck Magnier
tt1065073,movie,Boyhood,Boyhood,2014,165,7.9,338038.0,Drama,,,Richard Linklater,1960.0,0.0,Patricia Arquette,Richard Linklater,Lee Daniel,Stanford Gilbert,Lee Hunsaker
tt1067106,movie,A Christmas Carol,Le drôle de Noël de Scrooge,2009,96,6.8,104624.0,Family,Drama,Animation,Robert Zemeckis,1951.0,0.0,Keith Hall,Jenny Head Appleton,Aaron Rapke,Julene Renee,Keith Hall
tt1067583,movie,Water for Elephants,De l'eau pour les éléphants,2011,122,6.9,111959.0,Romance,Drama,,Francis Lawrence,1971.0,0.0,Rachel Bati,Kacie Borrowman,Josh Bower,Richard Boyle,Dominic Carbone
tt10676012,movie,To All the Boys: Always and Forever,À tous les garçons : Pour toujours et à jamais,2021,109,6.3,15720.0,Romance,Drama,Comedy,,,,Michael Anzalone,Derek Seed,Michael Anzalone,Derek Seed,Michael Fimognari
tt1067774,movie,Monte Carlo,Des vacances de Princesse: Bienvenue à Monte-Carlo,2011,109,5.8,41623.0,Family,Comedy,Adventure,Thomas Bezucha,1964.0,0.0,Paul Armstrong,Amanda Fairbank-Hynes,Barna Illyés,Jennifer Harvey,Valérie Lemercier
tt10682266,movie,Hubie Halloween,Hubie Halloween,2020,102,5.2,40270.0,Mystery,Comedy,,Steven Brill,1962.0,0.0,Ralph M. Abalos,Julie Bowen,Susan Nininger,Anthony Ortiz,Stephen W. Schriver
tt1068641,movie,The Burning Plain,Loin de la terre brûlée,2008,107,6.8,19063.0,Romance,Drama,Crime,Guillermo Arriaga,1958.0,0.0,Ricardo Palmerín,Alisa Tager,Dan Williams,Ken Dosch,Jennifer Cobb
tt1068646,movie,Entre les murs,Between the Walls,2008,128,7.5,34180.0,Drama,,,Laurent Cantet,1961.0,0.0,Valérie Benguigui,Vincent Caire,Annie Girault,Elisabeth Joinet,Valérie Benguigui
tt1068680,movie,Yes Man,Yes Man,2008,104,6.8,339016.0,Romance,Comedy,,Peyton Reed,1964.0,0.0,Todd Amateau,Victor Indrizzo,Kim Larsen-Santini,Christopher Lee,John Linnell
tt1069238,movie,Okuribito,Departures,2008,130,8.1,49095.0,Music,Drama,,Yôjirô Takita,1955.0,0.0,Takeshi Hamada,Ryôko Hirosue,Tarô Ishida,Yûji Kido,Masahiro Motoki
tt1070874,movie,The Trial of the Chicago 7,Les Sept de Chicago,2020,129,7.8,131364.0,Thriller,History,Drama,Aaron Sorkin,1961.0,0.0,John Carroll Lynch,Phedon Papamichael,Andrew Baseman,Alan Baumgarten,Nathan J. Busch II
tt1072748,movie,Winchester,La Malédiction Winchester,2018,99,5.5,31138.0,Horror,Drama,Biography,,,,Michael Carman,Luisa Mitchell,Tyler Coppin,Wendy Cork,Cathy Gallagher
tt1073105,movie,The Descent: Part 2,The Descent 2,2009,94,5.8,44453.0,Thriller,Horror,Adventure,Jon Harris,1967.0,0.0,Josh Cole,Saskia Mulder,Josh Cole,Saskia Mulder,Doug Ballard
tt1073241,movie,Nothing But the Truth,Le prix du silence,2008,108,7.2,36509.0,Drama,Crime,,Rod Lurie,1962.0,0.0,David Bridgewater,Verda Davenport,Shana Fischer Huber,Jill Greenblatt,Peter Koola
tt1074638,movie,Skyfall,Skyfall,2012,143,7.8,635021.0,Thriller,Adventure,Action,Sam Mendes,1965.0,0.0,Gary Hutchings,Sam Mendes,Adam Aldridge,Lucy Allen,Christopher Assells
tt1077258,movie,Planet Terror,Planète terreur,2007,105,7.0,201278.0,Comedy,Adventure,Action,Robert Rodriguez,1968.0,0.0,Marley Shelton,Randy Bilski,Freddy Rodríguez,Scott Conn,Amanda Curry
tt1077368,movie,Dark Shadows,Dark Shadows,2012,113,6.2,249971.0,Horror,Fantasy,Comedy,Tim Burton,1958.0,0.0,Alice Cooper,Ann-Marie Fitzgerald,Jonathan Frid,Seth Grahame-Smith,Lara Parker
tt1078188,movie,Boy A,Boy A,2007,102,7.6,36705.0,Drama,,,John Crowley,1969.0,0.0,Anita Gupta,Juliet Jackson,Steven Pacey,Tilly Vosburgh,Anita Gupta
tt1078588,movie,My Sister's Keeper,Ma vie pour la tienne,2009,109,7.4,90116.0,Family,Drama,,Nick Cassavetes,1959.0,0.0,Marcos A. Ferraez,J.P. Gabriel,Suzanne Kontonickas,Marcos A. Ferraez,J.P. Gabriel
tt1078912,movie,Night at the Museum: Battle of the Smithsonian,La Nuit au musée 2,2009,105,6.0,179893.0,Family,Comedy,Adventure,Shawn Levy,1968.0,0.0,Tipper Burton,Sean Esler,Fawn McDonald,Sergio Petre,Elmer Schoebel
tt1078940,movie,Couples Retreat,Thérapie de couples,2009,113,5.5,102512.0,Comedy,,,Peter Billingsley,1971.0,0.0,Carlos Ponce,Joy Bisco,Juliane Crump,Ashley Fox,Vernon Vaughn
tt1080016,movie,Ice Age: Dawn of the Dinosaurs,L'Âge de glace 3 : Le Temps des dinosaures,2009,94,6.9,226824.0,Comedy,Animation,Adventure,,,,Steve Barnett,Michael Berg,George S. Pomeroy,George Thompson,Steve Barnett
tt1082601,movie,Fighting,Fighting,2009,105,5.6,32095.0,Drama,Crime,Action,Dito Montiel,1965.0,0.0,Hugo Bonilla,Jimmy Haun,Beth Kuhn,Kendall Marsh,Marilyn Raphael
tt1082807,movie,The Belko Experiment,The Belko Experiment,2016,89,6.1,45140.0,Thriller,Horror,,Greg McLean,0.0,0.0,Silvia De Dios,Jimmy Holcomb,Kristina Lilley,Valentine Miele,Cesar Salazar
tt1082853,movie,Management,Love Manager,2008,94,5.8,17137.0,Romance,Drama,Comedy,Stephen Belber,1967.0,0.0,Jordana Glick-Franzheim,Barry E. Golob,Scott E. Smith,Jordana Glick-Franzheim,Barry E. Golob
tt1082868,movie,Quarantine,En quarantaine,2008,89,5.9,70694.0,Thriller,Horror,,John Erick Dowdle,1972.0,0.0,Sharon Ferguson,Sharon Ferguson,Sergio Aguero,Ben Messmer,Stacy Chbosky
tt1082886,movie,The Wackness,La loose,2008,99,7.0,29925.0,Romance,Drama,Comedy,Jonathan Levine,0.0,0.0,Maciek Malish,Jamie Arbuckle,Talia Balsam,Howard Baral,Michael Clancy
tt1083452,movie,Eddie the Eagle,Eddie the Eagle,2015,106,7.4,86946.0,Drama,Comedy,Biography,Dexter Fletcher,1966.0,0.0,Marc Benjamin,Deacon Blue,Zygi Kamasa,Oliver Lüer,Joachim Raaf
tt1083456,movie,Fired Up!,"Sea, sex and fun",2009,90,6.1,42286.0,Sport,Comedy,,Will Gluck,0.0,0.0,Stacey Kalkowski,Sister A. Daniels,Janelle Ginestra,Casey Kasemeier,Dennis Ogle
tt1084950,movie,Rachel Getting Married,Rachel se marie,2008,113,6.7,47541.0,Romance,Drama,,Jonathan Demme,1944.0,2017.0,Tunde Adebimpe,Cyro Baptista,Josh Broder,Carol Cuddy,Fab 5 Freddy
