tconst,titleType,originalTitle,title,startYear,runtimeMinutes,averageRating,numVotes,Main_genre,Sub_genre_1,Sub_genre_2,Directors,birthYear,deathYear,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5
tt0102070,movie,Hudson Hawk,Hudson Hawk : Gentleman & Cambrioleur,1991,100,5.8,53027.0,Comedy,Adventure,Action,Michael Lehmann,1957.0,0.0,Andie MacDowell,Danny Aiello,Sandra Bernhard,Michael Klastorin,Lynn Guthrie
tt0102138,movie,JFK,JFK,1991,189,8.0,143880.0,Thriller,History,Drama,Oliver Stone,1946.0,0.0,Oliver Stone,Lolita Davidovich,Sally Kirkland,Edward Asner,Faires A. Sekiya
tt0102175,movie,Jungle Fever,Jungle Fever,1991,132,6.6,17294.0,Romance,Drama,,Spike Lee,1957.0,0.0,Ethel Abelson,Mamie Louise Anderson,Jerome Ashby,Sandra Billingslea,Barbara Bogatin
tt0102216,movie,King Ralph,Ralph Super King,1991,97,5.4,15266.0,Romance,Comedy,,David S. Ward,1945.0,0.0,Michael Broadway,Kelvin Carter,William Engvick,Michael Jones,Rudy J. Lara
tt0102250,movie,L.A. Story,Los Angeles Story,1991,95,6.7,29789.0,Fantasy,Drama,Comedy,Mick Jackson,1943.0,0.0,Don Arnold,Cheryl Baker,Rudy Dillon,Dennis Dragon,Pierre Epstein
tt0102266,movie,The Last Boy Scout,Le dernier samaritain,1991,105,7.0,93890.0,Crime,Comedy,Action,Tony Scott,1944.0,2012.0,Denise Ames,Jacqueline G. Arthur,Jim Barr,John Bettis,Martin Raymond Bolger
tt0102388,movie,The Man in the Moon,Un été en Louisiane,1991,99,7.4,15583.0,Romance,Drama,,Robert Mulligan,1925.0,2008.0,Maurice Beesley,George Berrios,Lynne Brooks,Anna Chappell,Beverlee Dean
tt0102492,movie,My Girl,My Girl,1991,102,6.9,73451.0,Family,Drama,Comedy,Howard Zieff,1927.0,2009.0,David Caprita,Pat Tagliaferro,Edwin Bowden,Kim Carleton,Nancy L. Chlumsky
tt0102494,movie,My Own Private Idaho,My Own Private Idaho,1991,104,7.1,51731.0,Drama,,,Gus Van Sant,1952.0,0.0,Gus Van Sant,Eric Alan Edwards,Julianna Arenson,Nils Benson,John O. Brown III
tt0102510,movie,The Naked Gun 2½: The Smell of Fear,Y a-t-il un flic pour sauver le président ?,1991,85,6.9,106506.0,Crime,Comedy,,David Zucker,1947.0,0.0,Zsa Zsa Gabor,George Kennedy,David Zucker,Robert L. Anderson,Allison Bauer
tt0102511,movie,Naked Lunch,Le festin nu,1991,115,7.1,47694.0,Drama,,,David Cronenberg,1943.0,0.0,Julian Sands,Jane Tattersall,Peter Suschitzky,David Appleby,Michael Auger
tt0102526,movie,New Jack City,New Jack City,1991,97,6.7,32306.0,Drama,Crime,Action,Mario Van Peebles,1957.0,0.0,Wesley Snipes,Ice-T,Allen Payne,Savas Alatis,Wade Bartlett
tt0102536,movie,Night on Earth,Une nuit sur Terre,1991,129,7.8,56135.0,Drama,Comedy,,Jim Jarmusch,1953.0,0.0,Béatrice Dalle,Joseph Rochlitz,Haije Alanoja,Magda Bava,Richard Boes
tt0102558,movie,Nothing But Trouble,Tribunal fantôme,1991,94,5.2,22818.0,Comedy,,,Dan Aykroyd,1952.0,0.0,Gianna Amore,Danielle Aykroyd,Jeffrey P. Baggett,D'Andrea Bryant,Richard Kruk
tt0102587,movie,Omohide poro poro,"Souvenirs, goutte à goutte",1991,118,7.6,27929.0,Romance,Drama,Animation,Isao Takahata,1935.0,2018.0,David Freedman,Katsu Hoshi,Tomoko Kida,Tsuyoshi Konakawa,Katsuya Kondô
tt0102603,movie,Oscar,L'embrouille est dans le sac,1991,109,6.6,30129.0,Crime,Comedy,,John Landis,1950.0,0.0,Peter C. Barbour,James J. Casino,Louis D'Alto,Joycelyn O'Brien,Peter Riegert
tt0102685,movie,Point Break,Point Break - Extrême limite,1991,122,7.3,162119.0,Thriller,Crime,Action,Kathryn Bigelow,1951.0,0.0,Keanu Reeves,John C. McGinley,Jim McConnell,Rick King,Randy Alderson
tt0102713,movie,The Prince of Tides,Le prince des marées,1991,132,6.8,16545.0,Romance,Drama,,Barbra Streisand,1942.0,0.0,John Arceri,Steven J. Balzarini,Marilyn Carter,Milton Clark Jr.,Tiffany Jean Davis
tt0102744,movie,Quigley Down Under,Mr Quigley l'Australien,1990,119,6.9,20340.0,Drama,Adventure,Action,Simon Wincer,1943.0,0.0,Ian Baxter,Lon Bentley,Ross Berryman,Rae Davidson,Ian Dewhurst
tt0102768,movie,Regarding Henry,À propos d'Henry,1991,108,6.7,29883.0,Romance,Drama,,Mike Nichols,1931.0,2014.0,Bruce Altman,Stuart Emanuel,Susan Forristal,Hollis Granville,Harold House
tt0102782,movie,Return to the Blue Lagoon,Retour au lagon bleu,1991,102,5.2,18470.0,Romance,Drama,Adventure,William A. Graham,1926.0,2013.0,Chris Canute,Alan Goldenhar,Brian Krause,Chris Canute,Alan Goldenhar
tt0102789,movie,Ricochet,Ricochet,1991,102,6.2,16437.0,Drama,Crime,Action,Russell Mulcahy,1953.0,0.0,Kathy Barnett,Paul Coleman,David Gillespie,Sam Gross,Steve Imbler
tt0102798,movie,Robin Hood: Prince of Thieves,Robin des bois: Prince des voleurs,1991,143,6.9,180127.0,Drama,Adventure,Action,Kevin Reynolds,1952.0,0.0,Kevin Costner,Alan Rickman,Mary Elizabeth Mastrantonio,Douglas Milsome,Margaret Carlton
tt0102803,movie,The Rocketeer,Rocketeer,1991,108,6.5,53659.0,Family,Adventure,Action,Joe Johnston,1950.0,0.0,Joe Johnston,Hiro Narita,Julian Barnes,Sheridan Ross Batson,Jackie Brady Baugh
tt0102926,movie,The Silence of the Lambs,Le Silence des agneaux,1991,118,8.6,1290927.0,Thriller,Drama,Crime,Jonathan Demme,1944.0,2017.0,Jodie Foster,Roger Corman,Jonathan Demme,Grace Blake,Gene Borkan
tt0102943,movie,Slacker,Slacker,1990,97,7.1,20036.0,Drama,Comedy,,Richard Linklater,1960.0,0.0,Jean Caffeine,Sean Coffey,Keith Fletcher,Marianne Hyatt,Stephen Jacobson
tt0102945,movie,Sleeping with the Enemy,Les nuits avec mon ennemi,1991,99,6.3,51087.0,Thriller,Drama,,Joseph Ruben,1950.0,0.0,Patrick Bergin,Douglas C. Hart,George Bowers,Steve Davis,Thomas Ford
tt0102975,movie,Star Trek VI: The Undiscovered Country,Star Trek VI : Terre inconnue,1991,110,7.2,71205.0,Sci-Fi,Adventure,Action,Nicholas Meyer,1945.0,0.0,Patric J. Abaravich,John Alvin,Sheila Barnes,Bruce Bell,Cliff Bergman
tt0103060,movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Les tortues ninja II - Les héros sont de retour,1991,88,6.1,52128.0,Comedy,Adventure,Action,Michael Pressman,1950.0,0.0,John Du Prez,Robert J. Babin,Kenneth C. Barrows,Ellen Marie Blum,James D. Bonsignore
tt0103064,movie,Terminator 2: Judgment Day,Terminator 2 : Le Jugement dernier,1991,137,8.5,1006482.0,Sci-Fi,Action,,James Cameron,1954.0,0.0,Edward Furlong,Michael Albanese,Adam Greenberg,Don E. FauntLeRoy,Gavin Alcott
tt0103074,movie,Thelma & Louise,Thelma & Louise,1991,130,7.5,138751.0,Drama,Crime,Adventure,Ridley Scott,1937.0,0.0,Kami Turrou,Dave Alvin,Ira Belgrade,Scotty Bergstein,Timothy Carhart
tt0103112,movie,Toy Soldiers,L'école des héros,1991,111,6.6,19780.0,Thriller,Drama,Action,Daniel Petrie Jr.,1952.0,0.0,Wil Wheaton,Joseph Alvarez,Fernando Andrews,James Blair,Jeremy Caplan
tt0103241,movie,What About Bob?,Quoi de neuf Bob?,1991,99,7.0,63287.0,Comedy,,,Frank Oz,1944.0,0.0,Miles Goodman,Tom Aldredge,Jack Blackman,Darrell Blevins,Cortez Nance Jr.
tt0103247,movie,White Fang,Croc-Blanc,1991,107,6.7,19814.0,Drama,Adventure,,Randal Kleiser,1946.0,0.0,John Beers,Lyn Caudle,Michael Cohen,Gigi Coker,Tom Fallon
tt0103285,movie,Wong Fei Hung,Il était une fois en Chine,1991,134,7.3,17403.0,History,Adventure,Action,Hark Tsui,1950.0,0.0,Lloyd Chao,Marco Mak,Colin George,Shi-Kwan Yen,Kam-Fai Yuen
tt0103594,movie,1492: Conquest of Paradise,1492 : Christophe Colomb,1992,154,6.5,28461.0,Drama,Biography,Adventure,Ridley Scott,1937.0,0.0,Oscar Alfaro,Luis Altamirano,Luciano Arroyo,Andrés Berenguer,Juan Diego Botto
tt0103596,movie,3 Ninjas,Ninja Kids,1992,84,5.3,20543.0,Family,Comedy,Action,Jon Turteltaub,1963.0,0.0,Paul Brinkman,Fritzi Burr,Steve Kageyama,Paul Kiernan,Kenny Kim
tt0103644,movie,Alien³,Alien 3,1992,114,6.5,280918.0,Sci-Fi,Horror,Action,David Fincher,1962.0,0.0,Walter Hill,David Crowther,David Allen,Neil Binney,Teresa Book
tt0103759,movie,Bad Lieutenant,Bad Lieutenant,1992,96,7.1,39562.0,Thriller,Drama,Crime,Abel Ferrara,1951.0,0.0,Penelope Allen,Glenn Arnold,Victoria Bastel,Roni Ben-Nevat,Robin Burrows
tt0103767,movie,Baraka,Baraka,1992,96,8.6,36789.0,Documentary,,,Ron Fricke,0.0,0.0,Genevieve Nicholas,Joseph Piantadosi,Tom Sherlock,Genevieve Nicholas,Joseph Piantadosi
tt0103772,movie,Basic Instinct,Basic Instinct,1992,127,7.0,181702.0,Thriller,Mystery,Drama,Paul Verhoeven,1938.0,0.0,Sharon Stone,George Dzundza,Homer Albin,Dick Anderson,Adilah Barnes
tt0103776,movie,Batman Returns,"Batman, le défi",1992,126,7.0,277469.0,Fantasy,Crime,Action,Tim Burton,1958.0,0.0,Patti McGuire,Michael Bastings,Larry Bolster,Alec Kamp,Keith Claridge
tt0103786,movie,Beethoven,Beethoven,1992,87,5.7,66849.0,Family,Drama,Comedy,Brian Levant,1952.0,0.0,Charles Grodin,Nicolas Mize,Patricia Heaton,Nicholle Tom,Christopher Castile
tt0103855,movie,The Bodyguard,Bodyguard,1992,129,6.3,121535.0,Music,Drama,Action,Mick Jackson,1943.0,0.0,Greg Kozikowski,Steve Dorff,Carrie Angland,Nick Ashford,Scott Blynder
tt0103859,movie,Boomerang,Boomerang,1992,117,5.6,26636.0,Romance,Drama,Comedy,Reginald Hudlin,1961.0,0.0,Grace Jones,Paul Deo,Irv Dotten,Liz Dykhouse,Jonathan P. Hicks
tt0103873,movie,Braindead,Braindead,1992,104,7.5,91955.0,Horror,Fantasy,Comedy,Peter Jackson,1961.0,0.0,Elizabeth Brimilcombe,Dave Cleary,Damian D'Cruz,Peter Dasent,Susan Davis
tt0103893,movie,Buffy the Vampire Slayer,"Buffy, tueuse de vampires",1992,86,5.7,40416.0,Fantasy,Comedy,Action,Fran Rubel Kuzui,0.0,0.0,Morris Albert,Phillip Barnes,James R. Barrows,Patrick Barry,Bobby Bednar
tt0103905,movie,C'est arrivé près de chez vous,C'est arrivé près de chez vous,1992,95,7.5,36733.0,Drama,Crime,Comedy,,,,Bruno Belvaux,Rémy Belvaux,Jean-Marc Chenut,Eric Dardill,Marcel Engels
tt0103919,movie,Candyman,Candyman,1992,99,6.6,71679.0,Thriller,Horror,,Bernard Rose,1960.0,0.0,Rachel Atkinson,Scott Biddle,Allan Bond,Lyn William Corey,Gregory Cundiff
tt0103939,movie,Chaplin,Chaplin,1992,143,7.6,54256.0,Drama,Comedy,Biography,Richard Attenborough,1923.0,2014.0,Anthony Bowles,William Boyd,Alfred Bunn,Chris Butler,Michael Cade
tt0103956,movie,Child's Play 3,Chucky 3,1991,90,5.1,36610.0,Thriller,Horror,,Jack Bender,1949.0,0.0,Travis Fine,Yancy Calzada,Donna Eskra,Sandey Grinn,Jessica Kirschner
tt0103994,movie,Como agua para chocolate,Les épices de la passion,1992,105,7.1,17020.0,Romance,Drama,,Alfonso Arau,1932.0,0.0,Brígida Alexander,Pilar Aranda,Emilia Arau,Sandra Arau,César Arias
tt0104029,movie,Cronos,Cronos,1993,94,6.7,27508.0,Horror,Fantasy,,Guillermo del Toro,1964.0,0.0,John Asman,Jennifer Dolce,María Figueroa,Phyllis Housen,Francisco Murguía
tt0104036,movie,The Crying Game,The Crying Game,1992,112,7.2,51607.0,Romance,Drama,Crime,Neil Jordan,1950.0,0.0,Jaye Davidson,Adrian Dunbar,Neil Jordan,Boy George,Dave Allen
tt0104040,movie,The Cutting Edge,Le feu sur la glace,1992,101,6.9,18933.0,Romance,Drama,Comedy,Paul Michael Glaser,1943.0,0.0,Dwier Brown,Krista Coady,Jackie Field,Jan Gordon,Dick Grant
tt0104070,movie,Death Becomes Her,La mort vous va si bien,1992,104,6.6,105912.0,Horror,Fantasy,Comedy,Robert Zemeckis,1951.0,0.0,Stéphanie Anderson,Geoff Aymar,Michael Birznieks,Petrea Burchard,Richard L. Cohen
tt0104114,movie,The Distinguished Gentleman,Monsieur le député,1992,112,5.9,15352.0,Crime,Comedy,,Jonathan Lynn,1943.0,0.0,John Archer,Desiree DaCosta,Joey Davis,Norm Harris,Michael Jamison
tt0104187,movie,Encino Man,California Man,1992,88,5.8,37690.0,Comedy,,,Les Mayfield,0.0,0.0,Pauly Shore,Steve Vai,Wanda Acuna,Melinda Armstrong,Debbie Austin
tt0104237,movie,Damage,Fatale,1992,111,6.8,16622.0,Romance,Drama,,Louis Malle,1932.0,1995.0,Jean Coudsi,Ray Gravell,Ben Jenkins,Roger Llewellyn,Simon Relph
tt0104257,movie,A Few Good Men,Des hommes d'honneur,1992,138,7.7,238551.0,Thriller,Drama,,Rob Reiner,1947.0,0.0,Noah Wyle,Steven Nevius,Lucinda Campbell,Frank Cavestani,Nancy Cone
tt0104291,movie,Forever Young,Forever Young,1992,102,6.3,44888.0,Sci-Fi,Romance,Drama,Steve Miner,1951.0,0.0,John Bourg,Michael Briggs,Ryan Effner,Scott Fieldsteel,Gregg Fonseca
tt0104299,movie,Freejack,Freejack,1992,110,5.4,15112.0,Sci-Fi,Crime,Action,Geoff Murphy,1938.0,2018.0,Don Broughton,Carol Chambers,Matt Cope,John Courtney,Paul Leslie Disley
tt0104348,movie,Glengarry Glen Ross,Glengarry,1992,100,7.7,96901.0,Mystery,Drama,Crime,James Foley,1953.0,0.0,Alan Arkin,Juan Ruiz Anchía,David Charles,Harvey Epstein,John R. Ford
tt0104389,movie,The Hand That Rocks the Cradle,La main sur le berceau,1992,110,6.7,39075.0,Thriller,Drama,,Curtis Hanson,1945.0,2016.0,Annabella Sciorra,Peter Allen,Adam Berman,Jessica Ellen Brown,Jamie Bunch Elliott
tt0104409,movie,Hellraiser III: Hell on Earth,Hellraiser 3,1992,97,5.5,27880.0,Horror,,,Anthony Hickox,1959.0,0.0,Terry Farrell,Paula M. Bass,John Bush,Sharon Hill,Cliff Culley
tt0104412,movie,Hero,Héros malgré lui,1992,119,6.5,21369.0,Romance,Drama,Comedy,Stephen Frears,1941.0,0.0,Matt Billet,Jordan Bond,Camilla Calamandrei,Katie Cerio,Susie Cusack
tt0104427,movie,Hoffa,Hoffa,1992,140,6.6,21624.0,Drama,Crime,Biography,Danny DeVito,1944.0,0.0,Tomasino Baratta,Samson Barkhordarian,Carolyn M. Brodrick,Robert L. Feist,Robert Floyd
tt0104431,movie,Home Alone 2: Lost in New York,"Maman, j'ai raté l'avion!",1992,120,6.8,314355.0,Crime,Comedy,Adventure,Chris Columbus,1958.0,0.0,John Aulbach,Gerry Bamman,Steve Bradarich,Thomas Buckman,Jedidiah Cohen
tt0104438,movie,Honeymoon in Vegas,Lune de miel à Las Vegas,1992,96,5.8,16991.0,Thriller,Romance,Comedy,Andrew Bergman,1945.0,0.0,Linda Antipala,George Chung,Marc Cohen,Bill Giant,Allison Gordon-Kohler
tt0104452,movie,HouseSitter,Fais comme chez toi,1992,102,6.1,22887.0,Romance,Comedy,,Frank Oz,1944.0,0.0,Sean Patrick Brennan,Patrick Colantuoni,Grenville Cuyler,Leslie Gimbel,David Hannegan
tt0104454,movie,Howards End,Retour à Howards End,1992,142,7.4,29373.0,Romance,Drama,,James Ivory,1928.0,0.0,Vanessa Redgrave,Richard Robbins,Crispin Bonham-Carter,Jim Bowden,Paul Bradley
tt0104466,movie,Husbands and Wives,Maris et femmes,1992,108,7.5,27812.0,Romance,Drama,Comedy,Woody Allen,1935.0,0.0,Tom Amos,Ilene Blackman,Merv Bloch,Tracy Bonbrest,Galaxy Craze
tt0104549,movie,Jennifer Eight,Jennifer 8,1992,124,6.3,15670.0,Mystery,Drama,Crime,Bruce Robinson,1946.0,0.0,Denisa Allan,Melanie Donabedian,Rose Ferraro,Jane Groves,Steve Jackman
tt0104558,movie,Ging chaat goo si III: Chiu kup ging chaat,Police Story 3: Supercop,1992,96,6.9,19696.0,Crime,Comedy,Action,Stanley Tong,1960.0,0.0,Philip Chan,Mac Chew,Mario Landeros,Po-San Lo,Ray Santamaria
tt0104652,movie,Kurenai no buta,Porco Rosso,1992,94,7.7,79737.0,Comedy,Animation,Adventure,Hayao Miyazaki,1941.0,0.0,Naomi Sakimoto,Yû Shimaka,Nozomu Takahashi,Tatsumi Yamashita,Naomi Sakimoto
tt0104684,movie,Lat sau san taam,À toute épreuve,1992,128,7.8,47155.0,Thriller,Crime,Action,John Woo,1946.0,0.0,Michael Dingo,Carly Wong,David Wu,Linda Kuk,Hoi-San Kwan
tt0104692,movie,The Lawnmower Man,Le Cobaye,1992,108,5.5,34166.0,Sci-Fi,Horror,,Brett Leonard,1959.0,0.0,Craig Benton,Duane Byrne,Colleen Coffey,Mara Duronslet,Gimel Everett
tt0104694,movie,A League of Their Own,Une équipe hors du commun,1992,128,7.3,95154.0,Sport,Drama,Comedy,Penny Marshall,1943.0,2018.0,Penny Marshall,Terry Odem,Billy Joel,Miroslav Ondrícek,Alexis Alexanian
tt0104714,movie,Lethal Weapon 3,L'Arme fatale 3,1992,118,6.7,158665.0,Thriller,Crime,Action,Richard Donner,1930.0,0.0,Mel Gibson,Paul Hipp,Mischa Bakaleinikoff,Henry Brown,Christian Capobianco
tt0104756,movie,Lorenzo's Oil,Lorenzo,1992,129,7.3,20850.0,Drama,Biography,,George Miller,1945.0,0.0,Charles R. Altman,Mikki Ansin,John Chavanga,Nick Enright,Lenny Juma
tt0104779,movie,Bitter Moon,Lunes de fiel,1992,139,7.2,36116.0,Thriller,Romance,Drama,Roman Polanski,1933.0,0.0,Peter Coyote,Eric Bartonio,Robert Benmussa,Jean-Pierre Bonnet,Patrick Boshart
tt0104797,movie,Malcolm X,Malcolm X,1992,202,7.7,87405.0,History,Drama,Biography,Spike Lee,1957.0,0.0,Delroy Lindo,Veronica Webb,Yehyia Abbas,Frank Adu,Sonny Allen
tt0104815,movie,El mariachi,El mariachi,1992,81,6.9,63854.0,Thriller,Crime,Action,Robert Rodriguez,1968.0,0.0,Carlos Gallardo,Yolanda Puga,José Salinas,Carlos Gallardo,Yolanda Puga
tt0104839,movie,Medicine Man,Medicine Man - Le sorcier de l'océan vert,1992,106,6.1,21679.0,Romance,Drama,Adventure,John McTiernan,1951.0,0.0,Mary Lou Devlin,John Saint Ryan,John W. Stuart,Mary Lou Devlin,John Saint Ryan
tt0104850,movie,Memoirs of an Invisible Man,Les aventures d'un homme invisible,1992,99,6.0,23105.0,Sci-Fi,Romance,Comedy,John Carpenter,1948.0,0.0,Brett Bentley,Jay Cotton,John Davis,Shay Duffin,Gregory Gorsiski
tt0104868,movie,The Mighty Ducks,Les petits champions,1992,104,6.6,60929.0,Family,Drama,Comedy,Stephen Herek,1958.0,0.0,Brandon Quintin Adams,Canard Emile Barnes,Mark Bradley,Matt Doherty,Shannon Gale
tt0104940,movie,The Muppet Christmas Carol,Noël chez les Muppets,1992,85,7.7,50696.0,Family,Drama,Comedy,Brian Henson,1963.0,0.0,Joseph Alley,Ivan Bartos,Maria Boggi,Kaefan Shaw,Fergus Brazier
tt0104952,movie,My Cousin Vinny,Mon cousin Vinny,1992,120,7.6,109312.0,Crime,Comedy,,Jonathan Lynn,1943.0,0.0,Joe Pesci,Ralph Macchio,Travis Tritt,Bob Baker,Peter Bennett Beal
tt0104990,movie,Newsies,Newsies - The News Boys,1992,121,7.0,19233.0,History,Family,Drama,Kenny Ortega,1950.0,0.0,Marty Belafsky,William Boyett,Gabriel Damon,Brett Dieball,Luke Edwards
tt0105046,movie,Of Mice and Men,Des souris et des hommes,1992,115,7.5,40894.0,Western,Drama,,Gary Sinise,1955.0,0.0,Adam Beason,Joyce Anne Gilstrap,Moira Sinise,David Higby,Terry Pfrang
tt0105104,movie,Passenger 57,Passager 57,1992,84,5.9,45606.0,Thriller,Crime,Action,Kevin Hooks,1958.0,0.0,Elizabeth Hurley,Michael Finn,Cyd Adams,Andrew Baird,Kathy Bird
tt0105112,movie,Patriot Games,Jeux de guerre,1992,117,6.9,104361.0,Thriller,Action,,Phillip Noyce,1950.0,0.0,Charles E. Bauer,Clannad,Martin Cochrane,Hugh Fraser,Jeremy Gee
tt0105121,movie,The People Under the Stairs,Le sous-sol de la peur,1991,102,6.4,31740.0,Mystery,Horror,Comedy,Wes Craven,1939.0,2015.0,Dana Altomare,Henri Bollinger,Conni Marie Brazelton,Dixie J. Capp,Joe Celeste
tt0105151,movie,The Player,The Player,1992,124,7.5,55524.0,Drama,Crime,Comedy,Robert Altman,1925.0,2006.0,Robert Altman,Shari Belafonte,Chris Armstrong,Andrea Berty,Margery Bond
tt0105156,movie,Poison Ivy,Fleur de poison,1992,93,5.4,17354.0,Thriller,Drama,,Katt Shea,1956.0,0.0,Sara Gilbert,John Adams,Tony Berkeley,Angel Broadhurst,Ingrid Delaney
tt0105226,movie,Red Rock West,Red Rock West,1993,98,7.0,20572.0,Thriller,Drama,Crime,John Dahl,1956.0,0.0,Laura M. Grody,Robert Apel,Doug Botnick,Babs Bram,Cathy Browning
tt0105236,movie,Reservoir Dogs,Reservoir Dogs,1992,99,8.3,931113.0,Thriller,Drama,Crime,Quentin Tarantino,1963.0,0.0,Dink Adams,Wendy Baker,Kirk Baltz,Julie Rhodes,Suzanne Celeste
tt0105265,movie,A River Runs Through It,Et au milieu coule une rivière,1992,123,7.2,54363.0,Drama,,,Robert Redford,1936.0,0.0,Emily Lloyd,Craig Sheffer,Robert Estrin,Philippe Rousselot,Meg Aeby
tt0105275,movie,Romper Stomper,Romper stomper,1992,94,6.8,37664.0,Drama,Crime,,Geoffrey Wright,1959.0,0.0,Gregory Apps,David Arundell,Samantha Bladon,Fiona Eagger,Neil Foley
tt0105323,movie,Scent of a Woman,Le Temps d'un week-end,1992,156,8.0,268664.0,Drama,,,Martin Brest,1951.0,0.0,Gabrielle Anwar,Chris O'Donnell,Peter Carew,J.T. Cromwell,Erika Feldman
tt0105327,movie,School Ties,La différence,1992,106,6.9,22494.0,Drama,,,Robert Mandel,0.0,0.0,Ryan Anderson,Michael Higgins,Patricia McCorkle,Jeff Nichols,Alice Duffy
tt0105378,movie,Shadows and Fog,Ombres et brouillard,1991,85,6.7,16332.0,Comedy,,,Woody Allen,1935.0,0.0,David Atherton,Katy Dierlam,Robert Katscher,Anne Lange,Tim Loomis
tt0105414,movie,Single White Female,JF partagerait appartement,1992,107,6.4,32885.0,Thriller,Drama,,Barbet Schroeder,1941.0,0.0,Luciano Tovoli,Adam Cook,Peter Friedman,Christine Fugate,Don Hall
tt0105415,movie,Singles,Singles,1992,99,6.7,28046.0,Romance,Drama,Comedy,Cameron Crowe,1957.0,0.0,Campbell Scott,Tom Adams,Art Cahn,Matt Cameron,Kerry Flanagan
tt0105417,movie,Sister Act,Sister Act,1992,100,6.4,89406.0,Family,Crime,Comedy,Emile Ardolino,1943.0,1993.0,Lee J. Bognar,Seth Cirker,Sarah Connolly,Cindy Gilmore,Paul Rudnick
tt0105428,movie,Sleepwalkers,La nuit déchirée,1992,91,5.3,20680.0,Horror,Fantasy,,Mick Garris,1951.0,0.0,Monty Bane,Michelle Bochner Spitz,Lucy Boryer,Tony Conforti,Gaye Delorme
tt0105435,movie,Sneakers,Les experts,1992,126,7.1,53235.0,Drama,Crime,Comedy,Phil Alden Robinson,1950.0,0.0,Miles Davis,Billy G. Arter,Amy Benedict,Jamale Case,David Dunbar
tt0105488,movie,Strictly Ballroom,Ballroom Dancing,1992,94,7.2,25382.0,Music,Drama,Comedy,Baz Luhrmann,1962.0,0.0,Phil Judd,Sue Andrews,Paul Bertram,Bruce Brown,Michele D'Arcey
tt0105629,movie,Toys,Toys,1992,118,5.1,30713.0,Drama,Comedy,Adventure,Barry Levinson,1942.0,0.0,Clinton Allmon,Jacque Lynn Colton,Martha Faulkner,Lisa Fink,Curtis Foster
tt0105665,movie,Twin Peaks: Fire Walk with Me,Twin Peaks - Les 7 derniers jours de Laura Palmer,1992,134,7.3,88150.0,Mystery,Horror,Drama,David Lynch,1946.0,0.0,David Lynch,Dana Ashbrook,Larry Anderson,Sophia Barashkoff,Joe Berman
tt0105690,movie,Under Siege,Piège en haute mer,1992,103,6.5,77811.0,Thriller,Action,,Andrew Davis,1946.0,0.0,Andrew Davis,Pamela Basker,Michael Battaglia,Richard Burton,Ralph Wesley Carey
tt0105695,movie,Unforgiven,Impitoyable,1992,130,8.2,380691.0,Western,Drama,,Clint Eastwood,1930.0,0.0,Clint Eastwood,Bill Bannerman,Lennie Niehaus,Diane Anderson,Sheila Aquiline
tt0105698,movie,Universal Soldier,Universal Soldier,1992,102,6.1,83468.0,Sci-Fi,Action,,Roland Emmerich,1955.0,0.0,Christopher Franke,Michael Barry,Art Bauer,Craig Baumgarten,Thomas Brandau
tt0105699,movie,Unlawful Entry,Obsession fatale,1992,111,6.4,15002.0,Thriller,Drama,Crime,Jonathan Kaplan,1947.0,0.0,Oscar Abadia,Rob Garrett,Sulla Hamer,Leslie James,John Katchmer
tt0105793,movie,Wayne's World,Wayne's World,1992,94,7.0,145637.0,Music,Comedy,,Penelope Spheeris,1945.0,0.0,Tony Angellotti,Dan Bell,Michael Scott Bryant,David Bryden,Ian Christenberry
tt0105812,movie,White Men Can't Jump,Les blancs ne savent pas sauter,1992,115,6.8,76414.0,Sport,Drama,Comedy,Ron Shelton,1945.0,0.0,Suzi Battaglia,Stephanie Cozart Burton,Bill Caplan,Sonny Craver,Bill Dannevik
tt0106220,movie,Addams Family Values,Les valeurs de la famille Addams,1993,94,6.8,82905.0,Fantasy,Comedy,,Barry Sonnenfeld,1953.0,0.0,Kathy Breen,Francis Coady,Karl David-Djerf,John Franklin,Alonzo Greer
tt0106226,movie,The Age of Innocence,Le temps de l'innocence,1993,139,7.2,54531.0,Romance,Drama,,Martin Scorsese,1942.0,0.0,Martin Scorsese,Sandrine Ageorges,Elizabeth Aldrich,Yasmine Amitai,Jean-Pierre Avice
tt0106246,movie,Alive,Les survivants,1993,120,7.1,51748.0,Thriller,Drama,Biography,Frank Marshall,1946.0,0.0,Nuno Antunes,Denis Blackerby,Chris Claridge,Richard Coleman,Carlyn Montes De Oca
tt0106307,movie,Arizona Dream,Arizona Dream,1993,142,7.3,41656.0,Fantasy,Drama,Comedy,Emir Kusturica,1954.0,0.0,Jerry Lewis,Max W. Anderson,Johnny Borgese,Vilko Filac,Urszula Lesiak
tt0106308,movie,Army of Darkness,L'armée des ténèbres,1992,81,7.5,164084.0,Horror,Comedy,,Sam Raimi,1959.0,0.0,Sol Abrams,Aram Allan,Sheri Burke,Greg Buttars,Leslie Buttars
tt0106332,movie,Ba wang bie ji,"Adieu, ma concubine",1993,171,8.1,25525.0,Romance,Music,Drama,Kaige Chen,1952.0,0.0,Leslie Cheung,Huaiai Chen,Dong Gang,Mingwei Ma,Xiaonan Pei
